MGI ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)]
MGI:2442192;MGI:2442192,9.68,7.18,1.13
MGI:2147351,14.7,17.75,0.89
MGI:1913892,10.42,19.05,0.6
MGI:1914285,6.89,3.58,1.62
MGI:96915;MGI:96915,5.83,23.59,0.4
MGI:2137225,72.55,7.95,8.91
MGI:1330861;MGI:1330861;MGI:1330861;MGI:1330861,2.06,13.34,0.15
MGI:104872;MGI:104872,NA,NA,NA
MGI:95564;MGI:95564;MGI:95564;MGI:95564;MGI:95564;MGI:95564;MGI:95564,17.41,9.58,1.62
MGI:1917818,7.01,11.87,0.56
MGI:109547;MGI:109547,NA,NA,NA
MGI:2445193,21.83,10.78,1.86
MGI:99470;MGI:99470;MGI:99470,28.4,11.15,2.44
MGI:1914587,25.91,3.67,5.38
MGI:1316715,92.01,14.92,6.26
MGI:1913370,NA,11.02,NA
MGI:1928395;MGI:1928395,16.59,11.51,1.34
MGI:1917370;MGI:1917370,13.31,6.14,1.76
MGI:2450915;MGI:2450915,13.38,10.63,1.15
MGI:1925947,17.49,8.12,1.85
MGI:1202066,NA,NA,NA
MGI:97748;MGI:97748,22.85,28.35,1.06
MGI:1917378;MGI:1917378,NA,6.49,NA
MGI:96907,5.8,8.8,0.58
MGI:2681000,8.6,10.1,0.77
MGI:2444266;MGI:2444266,NA,9.98,NA
MGI:2141207,76.37,8.53,7.76
MGI:96763,NA,NA,NA
MGI:1914229,26.95,10.08,2.41
MGI:1338864;MGI:1338864,23.22,10.51,2.01
MGI:1914960,60.05,7.21,6.96
MGI:2387107,28.99,15.18,1.94
MGI:1929608;MGI:1929608;MGI:1929608,36.49,9.34,3.45
MGI:99833;MGI:99833,6.64,5.51,0.96
MGI:1913318,54.01,17.22,3.32
MGI:1919223;MGI:1919223,10.93,9.77,1
MGI:109489,48.77,12.49,3.75
MGI:1915170;MGI:1915170,28.54,5.46,4.17
MGI:2443065;MGI:2443065,10.68,13.22,0.78
MGI:2384308,15.91,22,0.85
MGI:2446132,23.64,13.95,1.71
MGI:1917360,19.58,11.29,1.62
MGI:1916176,34.03,11.25,2.8
MGI:1341217;MGI:1341217;MGI:1341217;MGI:1341217,27.99,6.48,3.55
MGI:1196612,NA,NA,NA
MGI:1919030,23.42,15.27,1.56
MGI:1926421;MGI:1926421;MGI:1926421,16.47,8.31,1.71
MGI:1277122,41.95,20.99,2.31
MGI:1860267,NA,NA,NA
MGI:1913879,38.95,7.67,4.3
MGI:1914469,4.88,2.29,1.57
MGI:1336167,19.03,5.18,2.92
MGI:1919619,14.74,11.46,1.2
MGI:1351620;MGI:1351620,25.14,7.12,2.95
MGI:1201386;MGI:1201386;MGI:1201386,26,29.46,1.21
MGI:1917745,24.43,22.29,1.29
MGI:97565;MGI:97564;MGI:97565,14.48,21.75,0.77
MGI:1921393;MGI:1921393,13.11,13.59,0.94
MGI:1913950,19.83,16.49,1.26
MGI:1890645,15.56,8.84,1.54
MGI:1917211,15.36,4.48,2.67
MGI:1919912;MGI:1919912,21.62,10.05,1.93
MGI:1355332,73.72,12.96,5.49
MGI:2442752,4.16,5.92,0.57
MGI:2137204,28.77,9,2.8
MGI:1915207,13.82,12.48,1.06
MGI:1913290,20.83,9.4,1.96
MGI:1350925,18.15,10.76,1.54
MGI:107752;MGI:107752;MGI:107752;MGI:107752,14.89,13.49,1.08
MGI:1913609,12.83,1.61,5.76
MGI:1913304;MGI:1913304,NA,11.35,NA
MGI:1921575;MGI:1921575;MGI:1921575,14.27,15.2,0.95
MGI:97758,17.45,11.1,1.45
MGI:1930780;MGI:1930780;MGI:1930780,27.17,20.24,1.53
MGI:1343188,34.89,8.12,3.68
MGI:108016;MGI:108016,75.4,8.64,7.58
MGI:1349658;MGI:1349658,42.52,10.01,3.82
MGI:1913417,NA,NA,NA
MGI:108048,34.7,9.17,3.34
MGI:109591;MGI:109591;MGI:109591;MGI:109591;MGI:109591;MGI:109591,27.66,12.46,2.12
MGI:2385165;MGI:2385165,13.27,5.52,1.92
MGI:101917,10.39,10.03,0.93
MGI:1915571,16.45,9.55,1.53
MGI:1338889;MGI:1338889,52.48,8.45,5.36
MGI:2137219,22.95,6.92,2.75
MGI:1333745;MGI:1333745,13.04,6.78,1.59
MGI:1313286;MGI:1313286,16.03,7.31,1.84
MGI:1858230,23.36,8.34,2.41
MGI:1352760;MGI:1352760;MGI:1352760,10.13,13.64,0.84
MGI:1096570;MGI:1096570,30.04,10.29,2.64
MGI:1930666;MGI:1930666,NA,10.26,NA
MGI:1914517,86.44,16.8,5.4
MGI:1913771,23.64,11.63,1.9
MGI:1924971,16.84,12,1.33
MGI:107622,28.98,9.98,2.61
MGI:2143132,36.72,6.29,4.77
MGI:1919224;MGI:1919224,17.21,9.85,1.56
MGI:107796;MGI:107796,8.11,11.92,0.64
MGI:1891824;MGI:1891824;MGI:1891824;MGI:1891824;MGI:1891824,26.22,15.01,1.79
MGI:1916477,38.57,14.58,2.67
MGI:88222,135.92,17.79,6.58
MGI:2154952;MGI:2154952,17.11,14.68,1.17
MGI:1913324;MGI:1913324,5.05,20.89,0.28
MGI:88313,NA,14,NA
MGI:1914971,28.03,5.63,3.99
MGI:2385255,NA,9.19,NA
MGI:1913910;MGI:1913910,19.61,8.27,2.05
MGI:1931322,5.9,12.85,0.44
MGI:1354743;MGI:1354743;MGI:1354743,10.19,12.22,0.79
MGI:102726,9.04,5.69,1.28
MGI:1920992;MGI:1920992;MGI:1920992,NA,6.37,NA
MGI:106013,21.18,10.31,1.86
MGI:104738;MGI:104738,90.9,11.02,7.66
MGI:1915062,22.99,15.34,1.53
MGI:97776,NA,12.04,NA
MGI:108389;MGI:108389,13.6,10.98,1.14
MGI:1915326;MGI:1915326,15.5,11.42,1.27
MGI:2150386;MGI:2150386,NA,NA,NA
MGI:1916981,28.4,6.45,3.61
MGI:1919016;MGI:1919016,29.04,10.67,2.49
MGI:1333806,33.85,9.92,3.07
MGI:96796,12.63,9.14,1.22
MGI:2144243;MGI:2144243;MGI:2144243;MGI:2144243,27.57,10.86,2.33
MGI:1915255,NA,NA,NA
MGI:1195263;MGI:1195263;MGI:1195263,11.38,7.18,1.33
MGI:3046173,48.13,8.68,4.82
MGI:97594;MGI:97594;MGI:97594;MGI:97594,16.69,11.15,1.38
MGI:1913341,74.54,12,5.85
MGI:1353436,17.44,5.43,2.56
MGI:95745;MGI:95745,16.27,13.68,1.17
MGI:1919834;MGI:1919834,13.93,10.72,1.19
MGI:1914186;MGI:1914186,6.9,26.13,0.34
MGI:104686,11.25,3.34,2.55
MGI:1328366;MGI:1328366;MGI:1328366,49.32,11.14,4.09
MGI:98759;MGI:98759,21.68,10.2,1.92
MGI:1914135,6.03,20.11,0.34
MGI:2146285,22.61,11.46,1.84
MGI:1330262,17.29,9.26,1.65
MGI:1328368;MGI:1328368;MGI:1328368,10.8,7.52,1.21
MGI:1858730;MGI:1858730,2.49,7.3,0.29
MGI:1922026;MGI:1922026,15.28,10.78,1.3
MGI:2388280,33.71,11.94,2.66
MGI:1306778;MGI:1306778,14.78,8.96,1.44
MGI:2652132,118.37,13.65,8.5
MGI:1915223,18.98,5.63,2.74
MGI:2148199;MGI:2148199,4.62,8.92,0.58
,9.17,6.68,2.13
MGI:98973;MGI:98973,41.43,14.94,2.8
MGI:3027896,16.57,6.35,2.14
MGI:2154441,43.83,9.25,4.18
MGI:1923679;MGI:1923679,7.87,18.64,0.5
MGI:1917722;MGI:1917722,30,5.84,4.15
MGI:2136959;MGI:2136959,6.8,13.42,0.49
MGI:1195256;MGI:1195256,19.64,11.17,1.63
MGI:1270843,10.59,8.8,1.06
MGI:107172;MGI:107172,21.44,7.7,2.36
MGI:1347008,37.31,25.89,1.81
MGI:98230,NA,NA,NA
MGI:2145154;MGI:2145154,NA,3.81,NA
,NA,NA,NA
MGI:1261838,6.85,7.26,0.79
MGI:1341890,34.4,12.82,2.6
MGI:1891654;MGI:1891654,6.12,16.7,0.39
MGI:1345142;MGI:1345142,43.65,14.29,3.18
MGI:1914090,NA,9.9,NA
MGI:88158,557.82,28.31,26.67
MGI:1928368,5.37,8.8,0.48
MGI:1913386,19.14,4.81,3.13
MGI:108390;MGI:108390;MGI:108390,NA,8.07,NA
MGI:88373;MGI:88373,49.67,5.36,7.38
MGI:1914155;MGI:1914155,11.22,13.97,0.8
MGI:894687;MGI:894687,30.82,11.5,2.5
MGI:1346074,NA,NA,NA
MGI:1913833;MGI:1913833,14.52,6.68,1.79
MGI:1860086;MGI:1860086,14.6,5.07,2.28
MGI:1915130;MGI:1915130,NA,NA,NA
MGI:1346087;MGI:3714359;MGI:3714359,NA,NA,NA
MGI:1917143,2.86,10.07,0.37
MGI:1312921,10.73,8.44,1.1
MGI:1930715,10.44,8.26,1.09
MGI:107889,18.51,7.94,2
MGI:2146015,NA,15,NA
MGI:894681,46.54,16.24,2.97
MGI:1926788,11.72,10.44,1.02
MGI:1915903,56.16,12.55,4.28
MGI:1926268,26.53,10.11,2.27
MGI:107735;MGI:107735,2.4,6.7,0.3
MGI:1924504;MGI:1924504,22.09,22.73,1.15
MGI:96743,88.91,19.26,5.1
MGI:1336879,11.39,11.78,0.91
MGI:1914750;MGI:1914750,26.33,9.64,2.45
MGI:1918115;MGI:1918115;MGI:1918115;MGI:1918115,2.41,10.15,0.21
MGI:1922984;MGI:1922984;MGI:1922984,21.37,10.63,1.83
MGI:2681840;MGI:2681840,23.53,7.25,3.13
MGI:1343961;MGI:1343961,NA,7.16,NA
MGI:102666,33.48,10.43,2.91
MGI:1914694;MGI:1914694,25.26,6.1,3.37
MGI:1913657,25.86,10.79,2.2
MGI:1920174,29.2,12.86,2.2
MGI:2137642;MGI:2137642,NA,3.98,NA
MGI:894688,6.51,8.59,0.66
MGI:96412;MGI:96412,14.23,16.32,0.91
MGI:2385850,53.64,25.51,2.62
MGI:103034;MGI:103034,25.48,13.33,1.86
MGI:1925678;MGI:1925678,NA,5.77,NA
MGI:1914864,32.05,9.72,2.94
MGI:2443225;MGI:2443225,23.45,2.51,6.92
MGI:2149961;MGI:2149961,15.16,4.91,2.43
MGI:1861742;MGI:1914980,74.08,18.48,4.36
MGI:107329,11.41,5.64,1.62
MGI:1861776;MGI:1861776,10.11,14.6,0.7
MGI:1329014;MGI:1329014,10.94,5.69,1.55
MGI:1913859;MGI:1913859,11.19,6.85,1.35
MGI:1855688;MGI:1855688,22.41,15.21,1.5
MGI:2446163,57.81,16.03,3.73
MGI:1920949;MGI:1920949,11.15,8.55,1.13
MGI:1341799,12.57,7.62,1.4
MGI:1916406,2.31,11.31,0.19
MGI:1933382,NA,17.58,NA
MGI:1916526,20.35,13.81,1.48
MGI:1859638;MGI:1859638,16.52,16.42,1.61
MGI:2446176,31.36,16.31,2
MGI:2147162,16.31,9.11,1.58
MGI:1913153,5.46,6.13,0.73
MGI:2155884;MGI:2155884,24.06,8.88,2.37
MGI:1914576;MGI:1914576;MGI:1914576,32.57,12.37,2.5
MGI:107726,44.3,14.5,3.05
,13.97,7.77,1.53
MGI:1927347,17.69,11.46,1.44
MGI:106906;MGI:106906;MGI:106906,41.42,3.12,9.96
MGI:1913422,15.35,6.15,2.03
MGI:1915131,4.34,5.74,0.61
MGI:1915123,5.8,8.42,0.59
MGI:1914865,22.62,13.03,1.68
MGI:1289274;MGI:1289274,8.13,7.81,0.89
MGI:1913738,12.71,7.13,2.14
MGI:1097158,163.61,20.23,9.12
MGI:1915298;MGI:1915298;MGI:1915298;MGI:1915298,37.22,7.7,4.1
MGI:1928137,16.44,6.98,1.96
MGI:1332635,16.47,8.65,1.66
MGI:1916749,10.6,10.18,0.94
MGI:95852,13.13,14.81,0.89
MGI:1923741,4.86,6.48,0.81
MGI:1913348;MGI:1913348;MGI:1913348,8.17,18.85,0.59
MGI:88084,11.6,12.73,0.88
MGI:106403;MGI:106403,23.86,21.2,1.29
MGI:2385191,22.96,4.64,3.87
MGI:1098273;MGI:1098273,3.25,12.1,0.25
MGI:1915517,NA,7.04,NA
MGI:88016;MGI:88016,35.24,9.31,3.34
MGI:1920916,18.87,9.52,1.76
MGI:104810;MGI:104810,11.3,12.93,0.84
MGI:1925503;MGI:1925503,6.59,6.92,0.79
MGI:95871;MGI:95871,20.33,12.71,1.53
MGI:1915943,NA,NA,NA
MGI:104971;MGI:104971,37.79,8.53,3.84
MGI:1933105,4.28,6.9,0.51
MGI:1097156;MGI:1097156,14.25,16.58,0.9
MGI:1922960,13.45,5.94,1.83
MGI:1915189;MGI:1915189,5.19,3.26,1.2
MGI:1922843,14.43,6.28,1.88
MGI:1289321;MGI:1289321,14.38,9.54,1.34
MGI:1339975,15.11,12.41,1.16
MGI:109629;MGI:109629,66.42,20.3,4.65
MGI:2182061;MGI:2182061,24.09,10.38,2.1
MGI:1346072,7.84,13.51,0.57
MGI:1344403,35.79,9.42,3.52
MGI:107362,8.95,4.92,1.43
MGI:1277202,36.05,10.74,3.66
MGI:2140967,6.07,8.76,0.6
MGI:2442728;MGI:2442728,NA,NA,NA
MGI:1913894,7.2,7.88,0.78
MGI:103241;MGI:103241,16.7,10.33,1.47
MGI:1921502,11.48,8.65,1.15
MGI:1337008;MGI:1337008,18.03,12.2,1.4
MGI:2385923,12.09,6.95,1.45
MGI:1276102;MGI:1276102,14.48,11.23,1.19
MGI:1922570;MGI:1922570,NA,7.61,NA
MGI:1915114;MGI:1915114,9.88,10.65,0.85
MGI:1920159,NA,11.74,NA
MGI:2443696,15.04,13.48,1.09
MGI:1096361,105.02,11.69,8.42
MGI:96738,15.74,14.19,1.46
MGI:1346333,24.18,9.67,2.23
MGI:1196314,11.78,20.49,0.65
MGI:2144474;MGI:2144474,11.45,6.61,1.43
MGI:2443143,29.69,11.4,2.43
MGI:109404,NA,NA,NA
MGI:1915069,36.59,11.94,2.89
MGI:1913442,12.68,7.5,1.42
MGI:1349162;MGI:1349162,39.35,15.82,2.56
MGI:1915861,44.43,11.95,3.51
MGI:107634,23.11,10.41,2.04
MGI:1929742,9.5,12.55,0.72
MGI:1351651,17.72,12.01,1.39
MGI:2442377;MGI:2442377,NA,13.81,NA
MGI:2139764;MGI:2139764,23.03,6.67,2.85
MGI:2145422,8.42,3.52,1.89
MGI:108019;MGI:108019,34.85,9.57,3.24
MGI:2141180;MGI:2141180,6.16,6.88,0.74
MGI:1342286,20.76,17.16,1.28
MGI:1098583,NA,NA,NA
MGI:1921717,6.54,6.15,1.18
MGI:1923310,29.96,11.86,2.39
MGI:2145443,8.86,4.24,1.62
MGI:1349480;MGI:1349480,7.44,10.44,0.61
MGI:1914526,10.38,9.5,0.97
MGI:1914974;MGI:1914974,32.93,8.57,3.33
,NA,NA,NA
MGI:1920977,22.82,10.05,2.04
MGI:1196228,5.33,2.79,1.42
MGI:97520;MGI:97520,9.61,30.01,0.53
MGI:104913;MGI:104913;MGI:104913;MGI:104913;MGI:104913;MGI:104913;MGI:104913,28.05,12.06,2.22
MGI:1924188,33.02,7.03,3.92
MGI:109166,21.91,9.47,2.07
MGI:97783;MGI:97783;MGI:97783;MGI:97783;MGI:97783;MGI:97783,302.74,24.81,15.04
MGI:1918017,21.07,8.28,2.2
MGI:1349441,11.34,10.12,1.14
MGI:1096573,46.7,7.74,5.13
MGI:1921463;MGI:1921463;MGI:1921463;MGI:1921463;MGI:1921463,NA,7.63,NA
MGI:1924063;MGI:1924063,7.9,7.55,0.88
MGI:892995;MGI:892995,NA,8.75,NA
MGI:1925482,12.23,3.87,2.42
MGI:1928895;MGI:1928895,22.15,9.32,2.1
MGI:99690;MGI:99690;MGI:99690;MGI:99690;MGI:99690,25.73,8.63,2.59
MGI:2138605;MGI:2138605,11.3,4.98,1.79
MGI:99526;MGI:99526;MGI:2148251;MGI:2148251,12.63,11.75,1.01
MGI:1346049,16.55,16.07,1.06
MGI:1915092,10.21,13.75,0.73
MGI:1930197,13.08,11.25,1.08
MGI:1096368;MGI:1096368,16.14,15.36,1.07
MGI:1913542,87.69,10.76,7.48
MGI:96136;MGI:96136;MGI:96136,NA,NA,NA
MGI:105938;MGI:105938,NA,12.5,NA
MGI:1913941;MGI:1913941;MGI:1913941;MGI:1913941;MGI:1913941,12.25,9.1,1.18
MGI:1918771,22.12,8.57,2.24
MGI:95994,35.7,9.69,3.29
MGI:1913826,104.4,13.49,7.57
MGI:95886;MGI:95886;MGI:95886,13.04,27.66,0.61
MGI:1915826,29.49,10.25,2.6
MGI:1923992;MGI:1923992;MGI:1923992,14.45,8.45,1.49
MGI:97548,NA,13.33,NA
MGI:107373,NA,19.61,NA
MGI:1926237,NA,7.29,NA
MGI:1913786,8.54,8.9,0.84
MGI:109580,49.52,7.96,5.33
MGI:2137221,NA,9.38,NA
MGI:1924256,32.06,15.92,2.09
MGI:1915244;MGI:1915244,18.9,10.04,1.69
MGI:99259;MGI:99259;MGI:99259;MGI:99259;MGI:99259,NA,NA,NA
MGI:1917410,22.72,11.58,1.84
MGI:1913862,11.64,5.81,1.62
MGI:1914532;MGI:1914532,10.72,12.27,0.83
MGI:1098234,16.81,12.03,1.32
MGI:2137670;MGI:2137670;MGI:2137670;MGI:2137670,141.36,13.3,10.33
MGI:87879;MGI:87879,17.13,13.12,1.27
MGI:1344375,5.71,8.84,0.56
MGI:1915152;MGI:1915152,14.61,13.06,1.3
MGI:1349765;MGI:1349765,27.7,15.35,1.84
MGI:1916918,7.09,4.63,1.2
MGI:104561,3.14,6.56,0.39
MGI:2140151;MGI:2140151,21.19,13.61,1.52
MGI:1913750,13.66,8.03,1.45
MGI:1915438;MGI:1915438,29.28,17.52,1.78
MGI:1913624,17.47,7.95,1.89
MGI:1923017;MGI:1923017;MGI:1923017,2.95,5.11,0.46
MGI:1921417;MGI:1921417,27.51,12.45,2.12
MGI:1915285;MGI:1915285,33.43,12.86,2.5
MGI:109474;MGI:109474,13.1,14.6,0.9
MGI:1919064,13,11.39,1.07
MGI:1919840,24.03,9.81,2.19
MGI:1921019,15.1,8.56,1.54
MGI:1926227;MGI:1926227,10.81,6.78,1.32
MGI:2385621,19.35,4.51,3.34
MGI:1916706;MGI:1916706,3.68,12.1,0.29
MGI:1928401;MGI:1928401;MGI:1928401,15.02,10.45,1.31
MGI:1926274,7.18,9.55,0.67
MGI:894323,11.88,6.66,1.47
MGI:1929619,21.21,3.87,4.2
MGI:1346500,18.63,14.56,1.28
MGI:1919131,9.83,11.66,0.79
MGI:2145950;MGI:2145950;MGI:2145950;MGI:2145950,35.11,16.3,2.24
MGI:1921605,11.75,11.08,0.98
MGI:1343054;MGI:1343054;MGI:1343054;MGI:1343054;MGI:1343054,13.9,11.83,1.1
MGI:1928139;MGI:1928139,5.95,5.16,0.92
MGI:95602;MGI:95602,6.3,11.84,0.5
MGI:1922246,38.15,9.98,3.43
MGI:1289318;MGI:1289318,9.76,6.29,1.27
MGI:88192;MGI:88192;MGI:88192,46.67,18.59,2.74
MGI:98916,17.52,14.67,1.2
MGI:1098757,8.07,6.95,0.97
MGI:1913308,90.35,21.16,4.98
MGI:1925031,7.09,3.94,1.38
MGI:99638;MGI:99638;MGI:99638;MGI:99638;MGI:99638,10.56,6.55,1.2
MGI:98904;MGI:98904,13.21,5.7,1.87
MGI:1917592;MGI:1917592,11.51,10.82,0.98
MGI:104681;MGI:104681,NA,12,NA
MGI:1928487;MGI:1928487,9.92,8.32,1.03
MGI:1349423,NA,10.65,NA
MGI:1889294,12.77,7.81,1.39
MGI:109386,19.34,12.89,1.47
MGI:1914060,16.26,5.53,2.35
MGI:1917566,10,6.45,1.27
MGI:2136773;MGI:2136773;MGI:3702070;MGI:3702066;MGI:2136773,88.54,4.03,16.89
MGI:1355333;MGI:1355333;MGI:1355333,53.24,17.75,3.22
MGI:1922816;MGI:1922816;MGI:1922816,6.91,3.51,1.49
MGI:2684983;MGI:2684983,47.28,17.03,2.93
MGI:1933111;MGI:1933111;MGI:1933111;MGI:1933111,16.23,10.61,1.4
MGI:107428,13.94,6.04,1.88
MGI:1923675,NA,7,NA
MGI:1916296,14.4,6.66,1.78
MGI:1349482,12.75,12.69,0.97
MGI:1919282,8.53,4.32,1.53
MGI:1914549;MGI:1914549;MGI:1914549,14.4,13.06,1.07
MGI:2144224;MGI:107172;MGI:2144224,4.04,12.98,0.3
MGI:1915342,15.74,9.06,1.53
MGI:1351613,NA,NA,NA
MGI:2442413;MGI:3040669,10.97,10.09,0.98
MGI:103099,256.12,13.5,21.67
MGI:1913666,66.39,18.15,3.95
MGI:1919862,17.22,7.87,1.87
MGI:1915344;MGI:1915344;MGI:1915344,18.34,15.04,1.24
MGI:1914648,45.38,15.19,3.21
MGI:1202722;MGI:1202722;MGI:1202722;MGI:1202722;MGI:1202722;MGI:1202722;MGI:1202722,22.1,15.4,1.46
MGI:1914286;MGI:1914286,17.94,11.79,1.43
MGI:2145814,11.02,5.49,1.61
MGI:1913557,6.38,17.57,0.57
MGI:1919297;MGI:1919297,21.87,6.5,2.76
MGI:1202907,12.91,10.59,0.86
MGI:109331;MGI:109331,14.17,14.96,0.96
MGI:1919998,3.4,4.13,0.83
MGI:1914117;MGI:1914117,5.4,6.62,0.67
MGI:2137092;MGI:2137092,6.1,13.79,0.44
MGI:1347073,15.44,9.18,1.54
MGI:1915333,26.74,8.42,2.74
MGI:97542,14.13,15.46,0.93
MGI:2183559;MGI:2183559;MGI:2183559;MGI:2183559,NA,6.43,NA
MGI:2181074,11.2,5.44,1.65
MGI:106209;MGI:106209,22.32,6.05,2.99
MGI:1261847;MGI:1261847;MGI:1261847;MGI:1261847,5.21,16.27,0.33
MGI:1914077,15.46,6.02,2.08
MGI:1914325;MGI:1914325;MGI:1914325,16.7,10.11,2.19
MGI:1916800,74.61,19.15,4.36
MGI:1920296,34.24,12.91,2.55
MGI:1920986,51.6,9.43,4.89
MGI:1913743,12.55,11.51,1.02
MGI:1916413;MGI:1916413,9.66,4.61,1.64
MGI:1351485,68.7,7.11,8.07
MGI:1927086,NA,NA,NA
MGI:2442982;MGI:2442982,8.02,5.09,1.25
MGI:88127;MGI:88127,355.57,16.05,22.94
MGI:1314881,19.32,8.49,1.98
MGI:2137698;MGI:3580629,11.13,24.39,0.57
MGI:1916133;MGI:1916133;MGI:1916133;MGI:1916133,12.89,8.05,1.37
,20.22,6.65,2.51
MGI:1927246;MGI:1927246,12.8,9.38,1.22
MGI:2385084,8.62,13.99,0.61
MGI:1346064;MGI:1346064,22.36,11.27,1.84
MGI:106207;MGI:106207,6.09,16.57,0.38
MGI:1928738,6.45,12.99,0.45
MGI:2151064,16.62,6.75,2.04
MGI:1915809,46.65,4.68,7.8
MGI:1918249;MGI:1918249,12.21,4.5,2.12
MGI:1347360,33.26,8.69,3.33
MGI:2444813;MGI:2444813,8.01,24.27,0.65
MGI:1924237,4.84,8.43,0.5
MGI:1353636,4.57,10.26,0.4
MGI:1913644;MGI:1913644,12.93,12.87,0.97
MGI:1919972,18.7,9.79,1.72
MGI:1101759,8.06,5.58,1.16
MGI:1289257;MGI:1289257,NA,19.09,NA
MGI:2442402;MGI:2442402;MGI:2442402,29.87,13.1,2.21
MGI:2384752,NA,10.06,NA
MGI:1914649,30.22,8.53,3.07
MGI:2684957;MGI:2684957,13.81,5.72,1.94
MGI:1913754;MGI:1913754;MGI:1913754;MGI:1913754,28.78,9.91,2.61
MGI:1915186,26.19,9.79,2.56
MGI:1333801;MGI:1333801,29.2,7.75,3.2
MGI:107809,50.74,12.72,3.82
MGI:1100517;MGI:1100517,9.1,24.36,0.46
MGI:1336997;MGI:1336997,4.14,21.22,0.22
MGI:1913830,13.97,5.54,2.04
MGI:1914149;MGI:1914149;MGI:1914149;MGI:1914149,24.37,14.52,1.71
MGI:1915730,26.33,9.56,2.49
MGI:1917629;MGI:1917629,NA,NA,NA
MGI:103290;MGI:103290,40.52,7.93,4.37
MGI:1924486;MGI:1924486,13.27,11.64,1.33
MGI:1277218,NA,10.62,NA
MGI:2443003,15.09,7.07,1.78
MGI:1333787,57.42,10.01,5.16
MGI:109292;MGI:109292;MGI:109292;MGI:109292,7.15,13.17,0.54
MGI:1100868;MGI:1100868,34.71,7.46,3.93
MGI:1925016;MGI:1925016,2.4,16.47,0.15
MGI:102504;MGI:102504,NA,NA,NA
MGI:109356;MGI:109356,7.77,7.62,0.89
MGI:97143,39.59,9.78,3.66
MGI:1861437,7.04,6.78,0.86
MGI:1923442,17.39,17.49,1.06
MGI:1351652;MGI:1351652,7.89,7.52,0.89
MGI:108180;MGI:108180,23.52,7.96,2.52
MGI:1917125,6.89,32.66,0.35
MGI:1923729,16.72,6.89,2.01
MGI:1855672,NA,NA,NA
MGI:1336155,13.35,12.51,1.02
MGI:1914353,4.79,26.22,0.23
MGI:893577,21.44,9.11,2.09
MGI:1913868;MGI:1913868,18.2,8.83,1.8
MGI:1914724,5.07,7.99,0.54
MGI:108092;MGI:108092;MGI:108092,17.9,13.17,1.32
MGI:106100;MGI:106100,15.3,13.63,1.1
MGI:1933621;MGI:1933621,15.55,8.69,1.56
MGI:1919220;MGI:1261428,NA,NA,NA
MGI:1928484,26.97,10.64,2.57
MGI:1931051;MGI:1931051,NA,NA,NA
MGI:109146,87.39,24.06,4.51
,6.59,4.32,1.19
MGI:95787,2.85,19,0.17
MGI:1891221;MGI:1891221,43.99,20.52,2.43
MGI:2144837;MGI:2144837,26.26,10.89,2.21
MGI:1919904,24.02,9.69,2.24
MGI:1097711,45.57,12.03,3.57
MGI:3036261,NA,NA,NA
MGI:106035,29.87,9.67,2.78
MGI:1098233,15.65,5.82,2.17
MGI:2384561,10.56,7.62,1.17
MGI:97054;MGI:97054,13.36,12.44,0.9
MGI:1347064,NA,6.05,NA
MGI:2384863,35.85,16.76,2.24
MGI:2444835,NA,6.93,NA
MGI:1929648;MGI:1929648;MGI:1929648,9.75,5.07,1.52
MGI:1914197;MGI:1914197;MGI:1914197,NA,NA,NA
MGI:1919976,11.62,5.72,1.64
MGI:1919794,13.16,5.5,1.92
MGI:108451;MGI:108451,15.41,14.02,1.09
MGI:2449311;MGI:2449311;MGI:2449311;MGI:2449311,12.76,16.07,0.82
MGI:1917156,10.77,3.93,2.1
MGI:2441849;MGI:2441849;MGI:2441849,7.14,9.52,0.67
MGI:1929872,24.01,7.91,2.59
MGI:99433,37.62,12.61,3.16
MGI:2654144,12.68,4.26,2.3
MGI:2142246,15.26,12.36,1.17
MGI:1309453,16.99,18.54,1.01
MGI:2442620,NA,16.25,NA
MGI:1915149;MGI:1915149,NA,5.07,NA
MGI:1346869,11.93,8.69,1.19
MGI:1278343;MGI:1278343,7.79,9.7,0.67
MGI:1913411,8.3,4.88,1.34
MGI:1339639,17.73,5.29,2.66
MGI:2143854,27.49,8.54,2.79
MGI:1347043;MGI:1347043;MGI:1347043,5.04,6.17,0.67
MGI:2387182,3.52,6.81,0.43
MGI:1920181;MGI:1920181,93.93,11.55,7.58
MGI:106479;MGI:106479,25.45,9.28,2.42
MGI:101921;MGI:101921,31.37,14.19,2.2
MGI:1914879;MGI:1914879;MGI:1914879,10.39,8.92,1.02
MGI:96158;MGI:96158,5.37,7.35,0.61
MGI:107757,18.6,7.56,2.08
MGI:107476;MGI:107476,15.48,17.44,0.95
MGI:1916082;MGI:1916082,13.15,9.52,1.23
MGI:2140779;MGI:2140779,23.48,5.94,3.2
MGI:1201674;MGI:1201674,20.62,5.29,3.1
MGI:1915822;MGI:1915822;MGI:1915822,29.13,9.98,2.62
MGI:2443304,17.6,7.04,2.09
MGI:1921981;MGI:1921981;MGI:1921981,8.77,5.66,1.24
MGI:2443607;MGI:2443607,6.67,3.12,1.95
MGI:1915347,NA,NA,NA
MGI:1096397,45.42,15.59,2.98
MGI:1919804,14.1,7.82,1.55
